sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
,VEKP,SPE_IDENT_02,Alternative HU Identification,/SPE/DE_IDENT,,,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
,VEKP,SPE_IDENT_03,Alternative HU Identification,/SPE/DE_IDENT,,,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
,VEKP,SPE_IDENT_04,Alternative HU Identification,/SPE/DE_IDENT,,,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
,VEKP,SPE_LOGPOS,Logical Position of Handling Unit,/SPE/DE_LOGPOS,,,knowledge_only,employee.position,0.60,accounting.posting_date,0.50,0.10,medium,employee.position:0.60 | accounting.posting_date:0.50 | employee.employee_type:0.50,context_enriched_unmapped_auto_candidate
,VEKP,SPE_CHK_COUNTER,Check number for cross-delivery handling units,/SPE/DE_CHK_CTR,NUMC5,,weak_canonical_candidate,delivery.id,0.60,,,0.60,medium,delivery.id:0.60,context_enriched_unmapped_auto_candidate
,VEKP,PS_LEVEL_SEQ,Sequence Number of a Level in a Packaging Specification,/SCWM/DE_PS_LEVEL_SEQ,/SCWM/DO_PS_VERSION,,weak_canonical_candidate,version.number,0.60,,,0.60,medium,version.number:0.60,context_enriched_unmapped_auto_candidate
,VEKP,OIO_CNTNR_TYP_CD,Container type,OIO_CNTNR_TYP_CD,OIO_CNTNR_TYP_CD,,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
,VEKP,MAT_DAMAGED_CL7,Damaged Material (Class 7),ADGE_MAT_DAMAGED_CL7,ADGD_YES_NO_NOT_DEFINED,,weak_canonical_candidate,material.number,0.60,material.erp_material_number,0.50,0.10,medium,material.number:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
,VEKP,U_MAX_GROSS_WGHT,Unit for Maximum Gross Mass,ADGE_U_MAX_GROSS_WGHT,MEINS,,weak_canonical_candidate,material.weight_unit_code,0.60,material.gross_weight,0.50,0.10,medium,material.weight_unit_code:0.60 | material.gross_weight:0.50,context_enriched_unmapped_auto_candidate
,VEKP,PTMST,Planned End Time,LXYRD_PTMST,LXHME_TSTMP,,weak_canonical_candidate,invoice.amount,0.60,absence.start_date,0.50,0.10,medium,invoice.amount:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
,VEKP,ATMST,Actual Start Time,LXYRD_ATMSF,LXHME_TSTMP,,weak_canonical_candidate,invoice.amount,0.60,absence.start_date,0.50,0.10,medium,invoice.amount:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
HR,PA0000,PREAS,Reason for Changing Master Data,PREAS,PREAS,"HR Master Record — Infotype 0000 (Actions) Personnel actions (hire, transfer, term). HR Human Resources",knowledge_only,employee.employment_status,0.60,absence.end_date,0.50,0.10,medium,employee.employment_status:0.60 | absence.end_date:0.50 | address.country:0.50,context_enriched_unmapped_auto_candidate
HR,PA0008,PREAS,Reason for Changing Master Data,PREAS,PREAS,"HR Master Record — Infotype 0008 (Basic Pay) Pay scale, wage types, basic salary. HR Human Resources",knowledge_only,payroll.component,0.60,,,0.60,medium,payroll.component:0.60,context_enriched_unmapped_auto_candidate
HR,PA0008,TRFST,Pay Scale Level,TRFST,TRFST,"HR Master Record — Infotype 0008 (Basic Pay) Pay scale, wage types, basic salary. HR Human Resources",knowledge_only,payroll.component,0.60,,,0.60,medium,payroll.component:0.60,context_enriched_unmapped_auto_candidate
HR,PA2001,TRFST,Pay Scale Level,TRFST,TRFST,"HR Time — Absences Absences (sick, vacation). HR Human Resources",knowledge_only,payroll.component,0.60,,,0.60,medium,payroll.component:0.60,context_enriched_unmapped_auto_candidate
HR,PA2002,TRFST,Pay Scale Level,TRFST,TRFST,HR Time — Attendances Attendances/presences. HR Human Resources,knowledge_only,payroll.component,0.60,,,0.60,medium,payroll.component:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,PGRANT_NBR,Partner Grant,GM_GRANT_PARTNER,GM_GRANT_NBR,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,requisition.line_item_number,0.60,,,0.60,medium,requisition.line_item_number:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,ZUONR,Assignment number,DZUONR,ZUONR,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,knowledge_only,customer.id,0.60,,,0.60,medium,customer.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,ZUONR,Assignment number,DZUONR,ZUONR,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,knowledge_only,supplier.id,0.80,vendor.id,0.60,0.20,medium,supplier.id:0.80 | vendor.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,ZUONR,Assignment number,DZUONR,ZUONR,Vendor Cleared Items AP cleared items index. FI Financial Accounting,knowledge_only,supplier.id,0.80,vendor.id,0.60,0.20,medium,supplier.id:0.80 | vendor.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,OBJNR,Object number,J_OBJNR,J_OBJNR,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,knowledge_only,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
CO,COBK,CPUDT,Date Document Was Created,CO_CPUDT,DATUM,CO Document Header Header for CO postings (linked to COEP). CO Controlling,weak_canonical_candidate,document.created_date,0.60,,,0.60,medium,document.created_date:0.60,context_enriched_unmapped_auto_candidate
CO,COBK,SUMBZ,Number of Posting Lines for Local Objects,CO_SUMBZ,BUZEI,CO Document Header Header for CO postings (linked to COEP). CO Controlling,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
CO,COBK,DELBZ,Number of Deleted Line Items,CO_DELBZ,BUZEI,CO Document Header Header for CO postings (linked to COEP). CO Controlling,weak_canonical_candidate,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
CO,COBK,ALEBZ,Number of Posting Rows Sent to External Systems,CO_ALEBZ,BUZEI,CO Document Header Header for CO postings (linked to COEP). CO Controlling,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
CO,COBK,ALEBN,For ALE: CO Document Number in Generating System,CO_ALEBN,BELNR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,weak_canonical_candidate,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
CO,COBK,BELNR_SENDER,CO Document Number of Controlling Document in Sender System,COBELNR_SENDER,CO_BELNR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,weak_canonical_candidate,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
CO,COEP,MEGBTR,Total Quantity,MEGXXX,MENGV8,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COEP,MBFBTR,Fixed quantity entered,MBFXXX,MENGV8,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,unmapped,audit.created_by,0.60,,,0.60,medium,audit.created_by:0.60,context_enriched_unmapped_auto_candidate
CO,COEP,BW_REFBZ,Posting Row in Operative Version,BW_REFBZ,BUZEI,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,unmapped,fiscal_period.id,0.60,,,0.60,medium,fiscal_period.id:0.60,context_enriched_unmapped_auto_candidate
CO,COEP,BTRKL,Amount Class for Value in Controlling Area Currency,CO_BTRKL,NUMC2,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COEP,BWSTRAT,Strategy for Determining an Allocation Price,BWSTRAT,BWSTRAT,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COEP,TIMESTMP,Time created (Greenwich Meantime),RKE_HZSTMP,RKE_TSTMP,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,unmapped,audit.created_by,0.60,,,0.60,medium,audit.created_by:0.60,context_enriched_unmapped_auto_candidate
CO,COEP,PGRANT_NBR,Partner Grant,GM_GRANT_PARTNER,GM_GRANT_NBR,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,requisition.line_item_number,0.60,,,0.60,medium,requisition.line_item_number:0.60,context_enriched_unmapped_auto_candidate
CO,COEP,PKOSTL,Partner Cost Center,PAR_KOSTL,KOSTL,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,cost_center.id,0.60,cost_center.code,0.50,0.10,medium,cost_center.id:0.60 | cost_center.code:0.50,context_enriched_unmapped_auto_candidate
CO,COEP,PPSPNR,Partner Work Breakdown Structure Element,FCO_PAR_POSID,PS_POSID,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,project.wbs_element_id,0.60,material.erp_material_number,0.50,0.10,medium,project.wbs_element_id:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
CO,COEP,PPSPID,Partner Project,FCO_PAR_PSPID,PS_PSPID,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,project.id,0.60,material.erp_material_number,0.50,0.10,medium,project.id:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
CO,COEP,PVBELN,Number of Partner Sales Order,PAR_KDAUF,VBELN,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,sales_order.id,0.60,invoice.number,0.50,0.10,medium,sales_order.id:0.60 | invoice.number:0.50 | purchase_order.line_item_number:0.50,context_enriched_unmapped_auto_candidate
CO,COEP,PVBPOSNR,Partner Sales Order Item,PAR_KDPOS,POSNR,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,WTG001,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG002,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG003,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG004,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG005,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG006,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG007,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG008,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG009,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG010,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG011,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG012,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG013,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG014,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG015,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WTG016,Total Value in Transaction Currency,WTGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG001,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG002,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG003,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG004,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG005,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG006,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG007,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG008,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG009,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG010,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG011,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG012,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG013,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG014,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG015,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WOG016,Total Value in Object Currency,WOGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG001,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG002,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG003,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG004,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG005,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG006,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG007,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG008,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG009,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG010,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG011,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG012,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG013,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG014,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
