sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
SD,LIPS,/CWM/EBUMG,Quantity to Be Posted in PUoM,/CWM/EBUMG,MENG15,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/KJEDM/INVERTED,Inverted Flag,/KJEDM/INVERTED_FLAG,FLAG,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/SAPMP/LBA_NO,DTUC Complete,/SAPMP/LBADONE,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,/SAPMP/ALT_CONV,Mill: Indicator Provisional Conversion Factors,/SAPMP/ALT_CONV,XFELD,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,MILL_UCDET,Batch Determination for Original Batches,MILL_UCDET,MILL_UCDET,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,LIPS,OIO_SPROC,Supply Process,OIO_SPROC,OIO_SPROC,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",unmapped,picking.quantity,0.60,,,0.60,medium,picking.quantity:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,UMVKZ,Numerator (factor) for conversion of sales quantity into SKU,UMVKZ,UMBSZ,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,,,0.60,medium,material.sku:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,UMVKN,Denominator (divisor) for conversion of sales Qty into SKU,UMVKN,UMBSN,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,,,0.60,medium,material.sku:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,VBELV,Originating Document,VBELV,VBELN,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,invoice.billing_document_id,0.60,,,0.60,medium,invoice.billing_document_id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,AUBEL,Sales Document,VBELN_VA,VBELN,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,invoice.billing_document_id,0.60,,,0.60,medium,invoice.billing_document_id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,ARKTX,Short text for sales order item,ARKTX,TEXT40,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI1,Subtotal 1 from Pricing Procedure for Price Element,KZWI1,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI2,Subtotal 2 from Pricing Procedure for Price Element,KZWI2,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI3,Subtotal 3 from Pricing Procedure for Price Element,KZWI3,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI4,Subtotal 4 from Pricing Procedure for Price Element,KZWI4,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI5,Subtotal 5 from Pricing Procedure for Price Element,KZWI5,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,KZWI6,Subtotal 6 from Pricing Procedure for Price Element,KZWI6,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,STCUR,Exchange rate for statistics (Exch.rate at time of creation),STCUR_AP,KURRF,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,TXJCD,Tax Jurisdiction,TXJCD,TXJCD,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,tax.jurisdiction_code,0.60,,,0.60,medium,tax.jurisdiction_code:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,CMPRE,Item credit price,CMPRE,WERTV6,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,XCHAR,Batch management indicator (internal),XCHAR,XFELD,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.batch_managed_flag,0.60,,,0.60,medium,material.batch_managed_flag:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,BZIRK_AUFT,Sales district of sales order,BZIRK_AUFT,BZIRK,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,LLAND_AUFT,Destination Country/Region of Sales Order,LLAND_AUFT,LAND1,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,REGIO_AUFT,Region of Sales Order,REGIO_AUFT,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,ABRBG,Start of accounting settlement period,ABRBG,DATUM,Billing Document — Item Invoice line items. SD Sales Distribution,knowledge_only,journal_entry.line_item_number,0.60,,,0.60,medium,journal_entry.line_item_number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,AUGRU_AUFT,Order Reason (Reason for the Business Transaction),AUGRU,AUGRU,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,CMPRE_FLT,Item Credit Price,CMPRE_FLT,FLTP,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1AREGIO,"Region (State, Province, County)",REGIO,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,address.region,0.60,supplier.address,0.50,0.10,medium,address.region:0.60 | supplier.address:0.50 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1AGICD,Activity Code for Gross Income Tax,J_1AGICD_D,J_1AGICD2,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1BCFOP,CFOP Code and Extension,J_1BCFOP,J_1BCFOP,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1BTXSDC,SD tax code,J_1BTXSDC_,J_1BTXSDC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,BEMOT,Accounting Indicator,BEMOT,BEMOT,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,journal_entry.line_item_number,0.60,,,0.60,medium,journal_entry.line_item_number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,MSR_REFUND_CODE,Returns Refund Code,MSR_RETURNS_REFUND_CODE,MSR_RETURNS_REFUND_CODE,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,NRAB_VALUE,Condition Value,KWERT,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,AKKUR,Exchange rate for letter-of-credit procg in foreign trade,AKKUR,KURRF,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,GRWRT,Statistical value for foreign trade,GRWRT,GRWRT,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,ABSTA,Rejection Status for Billing Document Request Item,ABSTA_BDR,STATV,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,product.lifecycle_status,0.60,supplier.region_code,0.50,0.10,medium,product.lifecycle_status:0.60 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,MWSK1,Tax on sales/purchases code,MWSKZ,MWSKZ,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,_DATAAGING,Data Filter Value for Data Aging,DATA_TEMPERATURE,DATA_TEMPERATURE,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,SPE_HERKR,Region of Origin of Material (Non-Preferential Origin),HERKR,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.origin,0.60,,,0.60,medium,material.origin:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,VTKEY,Identification of a Provider Contract,VTKEY_KK,VTKEY_KK,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,REGIO_ANA,"Region (State, Province, County)",REGIO,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,address.region,0.60,supplier.address,0.50,0.10,medium,address.region:0.60 | supplier.address:0.50 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,CITYC_ANA,City Code,CITYC,CITYC,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,VF_STATUS_ANA,SD Billing Status,VF_STATUS,VF_STATUS,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,product.lifecycle_status,0.60,supplier.region_code,0.50,0.10,medium,product.lifecycle_status:0.60 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,COUNC_ANA,County Code,COUNC,COUNC,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_SEASON_YEAR,Season Year,FSH_SAISJ,FSH_CJAHR,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_SEASON,Season,FSH_SAISO,RFM_SAISO,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_COLLECTION,Fashion Collection,FSH_COLLECTION,FSH_COLLECTION,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_THEME,Fashion Theme,FSH_THEME,FSH_THEME,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,PPRCTR,Partner Profit Center,PPRCTR,PRCTR,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,WRF_CHARSTC1,Characteristic Value 1,WRF_CHARSTC1,WRF_CHARSTC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,WRF_CHARSTC2,Characteristic Value 2,WRF_CHARSTC2,WRF_CHARSTC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,WRF_CHARSTC3,Characteristic Value 3,WRF_CHARSTC3,WRF_CHARSTC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,LOEVM,Deletion flag for customer (sales level),LOEVM_V,XFELD,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,material.deletion_mark,0.60,,,0.60,medium,material.deletion_mark:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,AUFSD,Customer order block (sales area),AUFSD_V,KAUFS,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,KALKS,Customer Classification for Pricing Procedure Determination,KALKS,KALKS,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,customer.classification,0.60,,,0.60,medium,customer.classification:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,AWAHR,Order Probability of the Item,AWAHR,AWAHR,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,AUTLF,Complete Delivery Defined for Each Sales Order?,AUTLF,XFELD,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,KZAZU,Order Combination Indicator,KZAZU_D,XFELD,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,PERFK,Invoice Dates (Calendar Identification),PERFK,WFCID,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,PERRL,Invoice List Schedule (calendar identification),PERRL,WFCID,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,KVAWT,Value limit for cost estimate (inactive),KVAWT,WERT7,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,KLABC,Customer classification (ABC analysis),KLABC,KLABC,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,customer.classification,0.60,,,0.60,medium,customer.classification:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,INCO2_L,Incoterms Location 1,INCO2_L,INCO_L,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,incoterm.location,0.60,,,0.60,medium,incoterm.location:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,INCO3_L,Incoterms Location 2,INCO3_L,INCO_L,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,incoterm.location,0.60,,,0.60,medium,incoterm.location:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,FSH_SS,Order Scheduling Strategy,FSH_SCH_STY,FSH_SCH_STY,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,FSH_MSOPID,Customer Identification in the Partner System,FSH_MSOPID,CHAR20,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KNUMV,Number of the Document Condition,KNUMV,KNUMV,,weak_canonical_candidate,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KPOSN,Condition item number,KPOSN,NUM6,,weak_canonical_candidate,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KSCHL,Condition Type,KSCHA,KSCHL,,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KRECH,Calculation Type for Condition,KRECH_LONG,KRECH3,,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KAWRT,Condition Basis,VFPRC_ELEMENT_BASE_VALUE,VFPRC_DEC_VALUE,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KNPRS,Scale Type,STFKZ,STFKZ,,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,MWSK2,Withholding Tax Code,WT_WITHCD,WT_WITHCD,,weak_canonical_candidate,payroll.tax_amount,0.60,tax.id,0.50,0.10,medium,payroll.tax_amount:0.60 | tax.id:0.50 | tax.rate:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KWERT,Condition Value,VFPRC_ELEMENT_VALUE,WERTV8,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,WAERK,SD Document Currency,WAERK,WAERS,,weak_canonical_candidate,accounting.document_currency_code,0.60,,,0.60,medium,accounting.document_currency_code:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KFAKTOR,Factor for Condition Base Value,KFAKTOR,FLTP,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KSTBS,Scale Base Value,VFRPC_SCALE_BASE_VALUE,VFPRC_DEC_VALUE,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KWERT_K,Condition Value,VFPRC_ELEMENT_VALUE,WERTV8,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,PRSQU,Price Source,PRSQU1,PRSQU,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,TXJLV,Tax jurisdiction code level,TXJCD_LEVEL,CHAR1,,weak_canonical_candidate,tax.jurisdiction_code,0.60,tax.id,0.50,0.10,medium,tax.jurisdiction_code:0.60 | tax.id:0.50 | tax.rate:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KMXAW,Indicator for Maximum Condition Basis Value,KMXAW,KMXWR,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KMXWR,Indicator for Maximum Condition Amount,KMXWR,KMXWR,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,KAWRT_K,Condition Basis,VFPRC_ELEMENT_BASE_VALUE,VFPRC_DEC_VALUE,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,_DATAAGING,Data Filter Value for Data Aging,DATA_TEMPERATURE,DATA_TEMPERATURE,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,PRCD_ELEMENTS,VAL_ZERO,Process Conditions with Value Equal to Zero,VAL_ZERO,VAL_ZERO,,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,BPKIND,Business Partner Type,BU_BPKIND,BU_KIND,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,BPEXT,Business Partner Number in External System,BU_BPEXT,CHAR20,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,business_partner.id,0.60,,,0.60,medium,business_partner.id:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,LOCATION_3,Check digit for the international location number,BUBKZ,NUM01,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,unmapped,business_partner.id,0.60,,,0.60,medium,business_partner.id:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,INITIALS,"""Middle Initial"" or personal initials",AD_INITS,CHAR10,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,LANGU_CORR,Business Partner: Correspondence Language,BU_LANGU_CORR,SPRAS,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,customer.language_code,0.60,,,0.60,medium,customer.language_code:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,MARST,Marital Status of Business Partner,BU_MARST,BU_MARST,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,employee.marital_status,0.60,,,0.60,medium,employee.marital_status:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,BIRTHDT,Date of Birth of Business Partner,BU_BIRTHDT,DATUM,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,employee.birth_date,0.60,,,0.60,medium,employee.birth_date:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,BIRTHDT_STATUS,Date of Birth: Status,BU_BIRTHDT_STATUS,BU_BIRTHDT_STATUS,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,employee.birth_date,0.60,,,0.60,medium,employee.birth_date:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,PARTGRPTYP,Group type,BU_GRPTYP,BU_GRPTYP,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,CRDAT,Date on which the object was created,BU_CRDAT,DATUM,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,document.created_date,0.60,,,0.60,medium,document.created_date:0.60,context_enriched_unmapped_auto_candidate
S/4HANA,BUT000,CHDAT,Date when object was last changed,BU_CHDAT,DATUM,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,weak_canonical_candidate,document.changed_date,0.60,,,0.60,medium,document.changed_date:0.60,context_enriched_unmapped_auto_candidate
