sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
MM,EBAN,ISOUTLINE,Is Outline,MMPUR_REQ_IS_OUTLINE,BOOLEAN_FLG,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,BNFPO_CS,Cross-System PReq Item,/ISDFPS/BNFPO_CS,BNFPO,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,BSMNG_SND,PO Quantity Sender,/ISDFPS/BSMNG_SND,MENG13,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,bom.quantity,0.50,0.10,medium,requisition.line_item_number:0.60 | bom.quantity:0.50 | goods_receipt.quantity:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,ADPRI,Order Priority,ADPRI,ADPRI,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,LPRIO,Delivery Priority,LPRIO,LPRIO,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,ADDNS,Do Not Substitute,ADDNS,ADDNS,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,DISUB_SOBKZ,Special stock indicator Subcontracting,DISUB_SOBKZ_LB,DISUB_SOBKZ_LB,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,DISUB_OWNER,Owner of stock,OWNER_D,LIFNR,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,FLDLOGSSUPPLYPROCESS,Supply Process,FLOG_SPROC,FLOG_SPROC,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,FLDLOGSDELIVISHELDONSHORE,Hold On-Shore,FLOG_HOLD,BOOLE,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,IUID_RELEVANT,IUID-Relevant,IUID_RELEVANT,UID_RELEVANT,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,SC_REQUESTOR,Requestor,MMPUR_REQ_D_REQUESTOR,,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,SC_AUTHOR,Author of Requisition,MMPUR_REQ_D_AUTHOR,UNAME,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,OIO_SPROC,Supply Process,OIO_SPROC,OIO_SPROC,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,OIO_HOLD,Indicator: Hold Delivery Onshore,OIO_HOLD,XFELD,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,SGT_SCAT,Stock Segment,SGT_SCAT,SGT_SRCA,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
MM,EBAN,SGT_RCAT,Requirement Segment,SGT_RCAT,SGT_SRCA,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,unmapped,requisition.line_item_number,0.60,requisition.id,0.50,0.10,medium,requisition.line_item_number:0.60 | requisition.id:0.50,context_enriched_unmapped_auto_candidate
FI,SKA1,XBILK,Indicator: Account is a balance sheet account?,XBILK,XFELD,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,unmapped,chart_of_accounts.id,0.60,,,0.60,medium,chart_of_accounts.id:0.60,context_enriched_unmapped_auto_candidate
FI,SKA1,KTOKS,G/L Account Group,KTOKS,KTOKS,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,weak_canonical_candidate,chart_of_accounts.id,0.60,vendor_group.id,0.50,0.10,medium,chart_of_accounts.id:0.60 | vendor_group.id:0.50,context_enriched_unmapped_auto_candidate
FI,SKA1,XLOEV,Indicator: Account Marked for Deletion?,XLOEV,XFELD,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,unmapped,chart_of_accounts.id,0.60,,,0.60,medium,chart_of_accounts.id:0.60,context_enriched_unmapped_auto_candidate
FI,SKA1,XSPEA,Indicator: Account Is Blocked for Creation ?,XSPEA,XFELD,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,unmapped,chart_of_accounts.id,0.60,,,0.60,medium,chart_of_accounts.id:0.60,context_enriched_unmapped_auto_candidate
FI,SKA1,XSPEP,Indicator: Account Blocked for Planning ?,XSPEP,XFELD,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,unmapped,chart_of_accounts.id,0.60,,,0.60,medium,chart_of_accounts.id:0.60,context_enriched_unmapped_auto_candidate
FI,SKA1,MCOD1,Search Term for Using Matchcode,MCODF,CHAR25,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,unmapped,chart_of_accounts.id,0.60,,,0.60,medium,chart_of_accounts.id:0.60,context_enriched_unmapped_auto_candidate
FI,SKA1,FUNC_AREA,Functional Area,FKBER,FKBER,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,unmapped,chart_of_accounts.id,0.60,,,0.60,medium,chart_of_accounts.id:0.60,context_enriched_unmapped_auto_candidate
FI,SKAT,MCOD1,Search Term for Matchcode Search,MCDS1,CHAR25,G/L Account Description (Chart of Accounts) Multi-language G/L account names. FI Financial Accounting,unmapped,chart_of_accounts.id,0.60,,,0.60,medium,chart_of_accounts.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,PSWSL,Update Currency for General Ledger Transaction Figures,PSWSL,WAERS,G/L Open Items Index of open G/L items. FI Financial Accounting,unmapped,ledger.id,0.60,,,0.60,medium,ledger.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,RDIF3,Exchange Rate Difference Realized for Third Local Currency,RDIF3,WRTV7,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,PPDIFF,Realized Exchange Rate Gain/Loss 1.Loc.Curr.(Part Payments),PPDIFF,WRTV7,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,PPDIF2,Realized Exchange Rate Gain/Loss 2.Loc. Curr.(Part Payments),PPDIF2,WRTV7,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,PPDIF3,Realized Exchange Rate Gain/Loss 3.Loc.Curr.(Part Payments),PPDIF3,WRTV7,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,BEWAR,Transaction type,RMVCT,RMVCT,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
FI,BSIS,PPRCT,Partner Profit Center,PPRCTR,PRCTR,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,BUZID,Identification of the Line Item,BUZID,CHAR1,G/L Open Items Index of open G/L items. FI Financial Accounting,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSIS,AUGGJ,Fiscal Year of Clearing Document,AUGGJ,GJAHR,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,UZAWE,Payment method supplement,UZAWE,UZAWE,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,payment.method_code,0.60,,,0.60,medium,payment.method_code:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,SEGMENT,Segment for Segmental Reporting,FB_SEGMENT,FB_SEGMENT,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,segment.id,0.60,,,0.60,medium,segment.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,PSEGMENT,Partner Segment for Segmental Reporting,FB_PSEGMENT,FB_SEGMENT,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,segment.id,0.60,,,0.60,medium,segment.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIS,QSSKZ,Withholding Tax Code,QSSKZ,QSSKZ,G/L Open Items Index of open G/L items. FI Financial Accounting,weak_canonical_candidate,payroll.tax_amount,0.60,tax.id,0.50,0.10,medium,payroll.tax_amount:0.60 | tax.id:0.50 | tax.rate:0.50,context_enriched_unmapped_auto_candidate
FI,BSID,ZUONR,Assignment number,DZUONR,ZUONR,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,unmapped,customer.id,0.60,,,0.60,medium,customer.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,REBZJ,Fiscal Year of the Relevant Invoice (for Credit Memo),REBZJ,GJAHR,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,ANFBJ,Fiscal Year of the Bill of Exchange Payment Request Document,ANFBJ,GJAHR,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,INFAE,Inverted Date for Net Due Date,INFAE,CHAR08,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,invoice.due_date,0.60,,,0.60,medium,invoice.due_date:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,XNOZA,Indicator: Account is not counted,XNOZA,XFELD,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,unmapped,account.name,0.60,absence.start_date,0.50,0.10,medium,account.name:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSID,UZAWE,Payment method supplement,UZAWE,UZAWE,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,payment.method_code,0.60,,,0.60,medium,payment.method_code:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,PSWSL,Update Currency for General Ledger Transaction Figures,PSWSL,WAERS,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,unmapped,ledger.id,0.60,accounting.document_currency_code,0.50,0.10,medium,ledger.id:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
FI,BSID,ETEN2,Schedule Line Number,ETENR,ETENR,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,customer.id,0.60,purchase_order.line_item_number,0.50,0.10,medium,customer.id:0.60 | purchase_order.line_item_number:0.50 | sales_order.line_item_number:0.50,context_enriched_unmapped_auto_candidate
FI,BSID,QSSKZ,Withholding Tax Code,QSSKZ,QSSKZ,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,payroll.tax_amount,0.60,tax.id,0.50,0.10,medium,payroll.tax_amount:0.60 | tax.id:0.50 | tax.rate:0.50,context_enriched_unmapped_auto_candidate
FI,BSID,CESSION_KZ,Accounts Receivable Pledging Indicator,CESSION_KZ,CESSION_KZ,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,unmapped,ar_receivable.open_amount,0.60,,,0.60,medium,ar_receivable.open_amount:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,PPDIFF,Realized Exchange Rate Gain/Loss 1.Loc.Curr.(Part Payments),PPDIFF,WRTV7,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,PPDIF2,Realized Exchange Rate Gain/Loss 2.Loc. Curr.(Part Payments),PPDIF2,WRTV7,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,PPDIF3,Realized Exchange Rate Gain/Loss 3.Loc.Curr.(Part Payments),PPDIF3,WRTV7,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,PPRCT,Partner Profit Center,PPRCTR,PRCTR,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSID,BUZID,Identification of the Line Item,BUZID,CHAR1,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSID,AUGGJ,Fiscal Year of Clearing Document,AUGGJ,GJAHR,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,ZUONR,Assignment number,DZUONR,ZUONR,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,vendor.id,0.60,supplier.id,0.50,0.10,medium,vendor.id:0.60 | supplier.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,REBZJ,Fiscal Year of the Relevant Invoice (for Credit Memo),REBZJ,GJAHR,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,ZOLLT,Customs Tariff Number,DZOLLT,ZOLLT,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,vendor.id,0.60,supplier.id,0.50,0.10,medium,vendor.id:0.60 | supplier.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,LANDL,Supplying Country,LANDL,LAND1,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,supplier.country_code,0.60,address.country_code,0.50,0.10,medium,supplier.country_code:0.60 | address.country_code:0.50 | supplier.address:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,QSSKZ,Withholding Tax Code,QSSKZ,QSSKZ,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,payroll.tax_amount,0.60,supplier.id,0.50,0.10,medium,payroll.tax_amount:0.60 | supplier.id:0.50 | tax.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,BSTAT,Document Status,BSTAT_D,BSTAT,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,vendor.status,0.60,payment.status,0.50,0.10,medium,vendor.status:0.60 | payment.status:0.50 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,ANFBJ,Fiscal Year of the Bill of Exchange Payment Request Document,ANFBJ,GJAHR,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,EGBLD,Country of Destination for Delivery of Goods,EGBLD,LAND1,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,supplier.country_code,0.60,address.country_code,0.50,0.10,medium,supplier.country_code:0.60 | address.country_code:0.50 | supplier.address:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,EGLLD,Supplying Country for Delivery of Goods,EGLLD,LAND1,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,supplier.country_code,0.60,address.country_code,0.50,0.10,medium,supplier.country_code:0.60 | address.country_code:0.50 | supplier.address:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,UZAWE,Payment method supplement,UZAWE,UZAWE,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,payment.method_code,0.60,,,0.60,medium,payment.method_code:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,PSWSL,Update Currency for General Ledger Transaction Figures,PSWSL,WAERS,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,ledger.id,0.60,accounting.document_currency_code,0.50,0.10,medium,ledger.id:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,PPDIFF,Realized Exchange Rate Gain/Loss 1.Loc.Curr.(Part Payments),PPDIFF,WRTV7,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,PPDIF2,Realized Exchange Rate Gain/Loss 2.Loc. Curr.(Part Payments),PPDIF2,WRTV7,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,PPDIF3,Realized Exchange Rate Gain/Loss 3.Loc.Curr.(Part Payments),PPDIF3,WRTV7,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,PPRCT,Partner Profit Center,PPRCTR,PRCTR,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,BUZID,Identification of the Line Item,BUZID,CHAR1,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSIK,AUGGJ,Fiscal Year of Clearing Document,AUGGJ,GJAHR,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,KONTL,Acct assignment string for industry-specific acct assignmnts,KONTL_FI,CHAR50,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,weak_canonical_candidate,account.industry,0.60,,,0.60,medium,account.industry:0.60,context_enriched_unmapped_auto_candidate
FI,BSIK,EGRUP,Equity group,JV_EGROUP,JV_EGROUP,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,unmapped,vendor_group.id,0.60,,,0.60,medium,vendor_group.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,ZUONR,Assignment number,DZUONR,ZUONR,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,vendor.id,0.60,supplier.id,0.50,0.10,medium,vendor.id:0.60 | supplier.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,REBZJ,Fiscal Year of the Relevant Invoice (for Credit Memo),REBZJ,GJAHR,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,ZOLLT,Customs Tariff Number,DZOLLT,ZOLLT,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,vendor.id,0.60,supplier.id,0.50,0.10,medium,vendor.id:0.60 | supplier.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,LANDL,Supplying Country,LANDL,LAND1,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,supplier.country_code,0.60,address.country_code,0.50,0.10,medium,supplier.country_code:0.60 | address.country_code:0.50 | supplier.address:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,QSSKZ,Withholding Tax Code,QSSKZ,QSSKZ,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,payroll.tax_amount,0.60,supplier.id,0.50,0.10,medium,payroll.tax_amount:0.60 | supplier.id:0.50 | tax.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,BSTAT,Document Status,BSTAT_D,BSTAT,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,vendor.status,0.60,payment.status,0.50,0.10,medium,vendor.status:0.60 | payment.status:0.50 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,ANFBJ,Fiscal Year of the Bill of Exchange Payment Request Document,ANFBJ,GJAHR,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,EGBLD,Country of Destination for Delivery of Goods,EGBLD,LAND1,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,supplier.country_code,0.60,address.country_code,0.50,0.10,medium,supplier.country_code:0.60 | address.country_code:0.50 | supplier.address:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,EGLLD,Supplying Country for Delivery of Goods,EGLLD,LAND1,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,supplier.country_code,0.60,address.country_code,0.50,0.10,medium,supplier.country_code:0.60 | address.country_code:0.50 | supplier.address:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,UZAWE,Payment method supplement,UZAWE,UZAWE,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,payment.method_code,0.60,,,0.60,medium,payment.method_code:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,PSWSL,Update Currency for General Ledger Transaction Figures,PSWSL,WAERS,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,ledger.id,0.60,accounting.document_currency_code,0.50,0.10,medium,ledger.id:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,PPDIFF,Realized Exchange Rate Gain/Loss 1.Loc.Curr.(Part Payments),PPDIFF,WRTV7,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,PPDIF2,Realized Exchange Rate Gain/Loss 2.Loc. Curr.(Part Payments),PPDIF2,WRTV7,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,PPDIF3,Realized Exchange Rate Gain/Loss 3.Loc.Curr.(Part Payments),PPDIF3,WRTV7,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,PPRCT,Partner Profit Center,PPRCTR,PRCTR,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,BUZID,Identification of the Line Item,BUZID,CHAR1,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
FI,BSAK,AUGGJ,Fiscal Year of Clearing Document,AUGGJ,GJAHR,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,BSAK,KONTL,Acct assignment string for industry-specific acct assignmnts,KONTL_FI,CHAR50,Vendor Cleared Items AP cleared items index. FI Financial Accounting,weak_canonical_candidate,account.industry,0.60,,,0.60,medium,account.industry:0.60,context_enriched_unmapped_auto_candidate
