entry_type,canonical_term,alias,domain,source_system,note
field_alias,account.owner_employee_id,PRCD_ELEMENTS.KNUMV,S/4HANA,SAP,"context_patch=true; system=SAP; object=PRCD_ELEMENTS; field=KNUMV; field_description=Number of the Document Condition; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=KNUMV, domain=KNUMV"
field_alias,invoice.amount,PRCD_ELEMENTS.KAWRT,S/4HANA,SAP,"context_patch=true; system=SAP; object=PRCD_ELEMENTS; field=KAWRT; field_description=Condition Basis; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=VFPRC_ELEMENT_BASE_VALUE, domain=VFPRC_DEC_VALUE"
field_alias,invoice.amount,PRCD_ELEMENTS.KAWRT_K,S/4HANA,SAP,"context_patch=true; system=SAP; object=PRCD_ELEMENTS; field=KAWRT_K; field_description=Condition Basis; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=VFPRC_ELEMENT_BASE_VALUE, domain=VFPRC_DEC_VALUE"
field_alias,activity id,ACDOCA.VORGN,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=VORGN; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Transaction Type for General Ledger; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=VORGN, domain=VORGN"
field_alias,activity id,ACDOCA.CBTTYPE,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=CBTTYPE; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Business Transaction Type; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=FINS_CUSTBTTYPE, domain=FINS_CUSTBTTYPE"
field_alias,audit.source_system,ACDOCA.AWSYS,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=AWSYS; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Logical system of source document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=AWSYS, domain=LOGSYS"
field_alias,journal_entry.line_item_number,ACDOCA.XREVERSING,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=XREVERSING; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Indicator: Item is Reversing Another Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_XREVERSING, domain=XFELD"
field_alias,journal_entry.line_item_number,ACDOCA.XREVERSED,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=XREVERSED; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Indicator: Item is Reversed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_XREVERSED, domain=XFELD"
field_alias,journal_entry.line_item_number,ACDOCA.XSETTLING,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=XSETTLING; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Indicator: Item is Settling or Transferring Another Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_XSETTLING, domain=XFELD"
field_alias,journal_entry.line_item_number,ACDOCA.XSETTLED,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=XSETTLED; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Indicator: Line Item is Settled or Transferred; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_XSETTLED, domain=XFELD"
field_alias,fiscal_year.id,ACDOCA.PREC_GJAHR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=PREC_GJAHR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Preceding Journal Entry Fiscal Year; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_PREC_GJAHR, domain=GJAHR"
field_alias,journal_entry.line_item_number,ACDOCA.PREC_DOCLN,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=PREC_DOCLN; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Preceding Journal Entry Line Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_PREC_DOCLN, domain=DOCLN6"
field_alias,audit.source_system,ACDOCA.SRC_AWSYS,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=SRC_AWSYS; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Source Document System; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_SRC_AWSYS, domain=LOGSYS"
field_alias,journal_entry.line_item_number,ACDOCA.SRC_AWITEM,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=SRC_AWITEM; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Line Item in Source Document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_SRC_AWITEM, domain=NUMC6"
field_alias,journal_entry.line_item_number,ACDOCA.OBS_REASON,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=OBS_REASON; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Reason why this item is obsolete; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_OBSOLETE_ITEM_REASON, domain=FINS_OBSOLETE_ITEM_REASON"
field_alias,exchange_rate.from_currency_code,ACDOCA.RTCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RTCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Balance Transaction Currency; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURRT, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RWCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RWCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Transaction Currency; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURRW, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RKCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RKCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Global Currency; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURRK, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RFCCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RFCCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Functional Currency; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURRFC, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.ROCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=ROCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 1; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR1, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RVCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RVCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 2; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR2, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RBCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RBCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 3; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR3, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RCCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RCCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 4; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR4, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RDCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RDCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 5; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR5, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RECUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RECUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 6; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR6, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RFCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RFCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 7; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR7, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RGCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RGCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Freely Defined Currency 8; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CURR8, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RCO_OCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RCO_OCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=CO Object Currency; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CO_OCUR, domain=WAERS"
field_alias,exchange_rate.from_currency_code,ACDOCA.RGM_OCUR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RGM_OCUR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Grant currency; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=GM_GRANT_CURRENCY, domain=WAERS"
field_alias,segment.id,ACDOCA.SEGMENT,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=SEGMENT; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Segment for Segmental Reporting; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FB_SEGMENT, domain=FB_SEGMENT"
field_alias,cost_center.id,ACDOCA.SCNTR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=SCNTR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Sender cost center; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=SKOST, domain=KOSTL"
field_alias,segment.id,ACDOCA.PSEGMENT,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=PSEGMENT; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Partner Segment for Segmental Reporting; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FB_PSEGMENT, domain=FB_SEGMENT"
field_alias,journal_entry.id,ACDOCA.ZUONR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=ZUONR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Assignment number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=DZUONR, domain=ZUONR"
field_alias,profit_center.id,ACDOCA.EPRCTR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=EPRCTR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Partner profit center for elimination of internal business; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=EPRCTR, domain=PRCTR"
field_alias,activity id,ACDOCA.RHOART,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RHOART; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Type of origin object (EC-PCA); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=HOART, domain=HOART"
field_alias,chart_of_accounts.id,ACDOCA.KTOP2,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=KTOP2; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Alternative Chart of Accounts; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=KTOP2, domain=KTOPL"
field_alias,chart_of_accounts.id,ACDOCA.RITCLG,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RITCLG; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Consolidation Chart of Accounts; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FC_ITCLG, domain=FC_ITCLG"
field_alias,journal_entry.line_item_number,ACDOCA.RITEM,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=RITEM; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Financial Statement Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINCS_FSI_ITEM, domain=FINCS_FSI_ITEM"
field_alias,fiscal_year.id,ACDOCA.REBZJ,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=REBZJ; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Fiscal Year of the Relevant Invoice (for Credit Memo); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=REBZJ, domain=GJAHR"
field_alias,journal_entry.line_item_number,ACDOCA.REBZZ,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=REBZZ; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Line Item in the Relevant Invoice; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=REBZZ, domain=BUZEI"
field_alias,audit.source_system,ACDOCA.EBELN_LOGSYS,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=EBELN_LOGSYS; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Logical System of Purchasing Document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=EBELN_LOGSYS, domain=LOGSYS"
field_alias,journal_entry.line_item_number,ACDOCA.SGTXT,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=SGTXT; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Item Text; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=SGTXT, domain=TEXT50"
field_alias,journal_entry.line_item_number,ACDOCA.XOPVW,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=XOPVW; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Indicator: Open Item Management?; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=XOPVW, domain=XFELD"
field_alias,fiscal_year.id,ACDOCA.AUGGJ,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=AUGGJ; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Fiscal Year of Clearing Document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=AUGGJ, domain=GJAHR"
field_alias,activity id,ACDOCA.ANBWA,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=ANBWA; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Asset Transaction Type; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=ANBWA, domain=BWASL"
field_alias,activity id,ACDOCA.MOVCAT,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=MOVCAT; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Transaction Type Category; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=FAA_MOVCAT, domain=FAA_MOVCAT"
field_alias,fiscal_period.id,ACDOCA.DEPR_PERIOD,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=DEPR_PERIOD; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Posting Period of Depreciation; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=PERAF, domain=PERAF"
field_alias,activity id,ACDOCA.BWASL_PN,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=BWASL_PN; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Asset Transaction Type; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=BWASL, domain=BWASL"
field_alias,journal_entry.id,ACDOCA.KALNR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=KALNR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Cost Estimate Number for Cost Est. w/o Qty Structure; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=CK_KALNR, domain=CK_KALNR"
field_alias,activity id,ACDOCA.BWTAR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=BWTAR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Valuation Type; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=BWTAR_D, domain=BWTAR"
field_alias,activity id,ACDOCA.PERART,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=PERART; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Type of Period; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=ML_PER_ART, domain=CK_PER_ART"
field_alias,journal_entry.line_item_number,ACDOCA.MLPOSNR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=MLPOSNR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Item in Material Ledger Document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=ML_MLPOS, domain=NUMC6"
field_alias,audit.source_system,ACDOCA.ACCAS_SENDER,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=ACCAS_SENDER; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Account Assignment in Sender System; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=ACCAS_SENDER, domain=ACCAS"
field_alias,journal_entry.id,ACDOCA.OBJNR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=OBJNR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Object number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=J_OBJNR, domain=J_OBJNR"
field_alias,activity id,ACDOCA.PAROBSRC,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=PAROBSRC; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Source of PAROB: PAROB1 or type of partner object; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=FINS_PAROB_SRC, domain=FINS_PAROB_SRC"
field_alias,journal_entry.debit_credit_indicator,ACDOCA.CO_BELKZ,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=CO_BELKZ; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=CO Debit/Credit Indicator; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CO_BELKZ, domain=FINS_CO_BELKZ"
field_alias,journal_entry.debit_credit_indicator,ACDOCA.CO_BEKNZ,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=CO_BEKNZ; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Debit/Credit Indicator (Origin); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=FINS_CO_BEKNZ, domain=BEKNZ"
field_alias,activity id,ACDOCA.BELTP,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=BELTP; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Debit Type; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=BP_INOUT, domain=BP_INOUT"
field_alias,journal_entry.line_item_number,ACDOCA.ERLKZ,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=ERLKZ; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Completion Indicator for Line Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=KBLERLKZ, domain=CHAR1_X"
field_alias,journal_entry.id,ACDOCA.PAOBJNR,S/4HANA,SAP,"context_patch=true; system=SAP; object=ACDOCA; field=PAOBJNR; object_description=Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables; field_description=Profitability Segment Number (CO-PA); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=RKEOBJNR, domain=RKEOBJNR"
