qb_module,qb_table,qb_field,qb_description,qb_field_type,qb_data_type,qb_max_length,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
AR,CreditMemo,IsToBeEmailed,Email flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,CreditMemo,CurrencyRef_ListID,FK → Currency,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,CreditMemo,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,ListID,Unique GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,StdTermsType,Standard or DateDriven,ENUM,VARCHAR,11,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,StdDueDays,Days until due (standard terms),INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,StdDiscountDays,Days for early pay discount,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,StdDiscountPct,Early pay discount percent,PERCENT,"DECIMAL(8,4)",n/a,,,,,,discount percent,0.55,discount percent:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Terms,DateDriveMonthDue,Month offset until due,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,DateDriveDayOfMonthDiscount,Day of month discount applies,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Terms,DateDriveMonthDiscount,Month of discount,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,TxnNumber,Auto-increment number,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,CustomerRef_ListID,FK → Customer.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,TemplateRef_ListID,FK → Template,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,TxnDate,Estimate date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Estimate,RefNumber,Estimate number,VARCHAR,VARCHAR,11,,,,,,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Estimate,BillAddress_City,Bill-to city,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,BillAddress_State,Bill-to state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,TermsRef_ListID,FK → Terms,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,SalesRepRef_ListID,FK → SalesRep,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,FOB,FOB point,VARCHAR,VARCHAR,13,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,CreateChangeOrder,Change order flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,Memo,Customer memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,IsToBeEmailed,Email flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,CustomerMsgRef_ListID,FK → CustomerMsg,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,IsToBePrinted,Print flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Estimate,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,ListID,Unique QB GUID for vendor,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,ClassRef_ListID,FK → Class.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,Suffix,Name suffix,VARCHAR,VARCHAR,10,,,,,,suffix,1.00,suffix:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,VendorAddress_Addr3,Address line 3,VARCHAR,VARCHAR,41,,,,,,address line 3,0.90,address line 3:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,VendorAddress_Addr4,Address line 4,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,VendorAddress_Addr5,Address line 5,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,VendorAddress_Note,Address note,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,ShipAddress_City,Ship-from city,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,ShipAddress_State,Ship-from state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,Fax,Fax number,VARCHAR,VARCHAR,21,,,,,,fax number,1.00,fax number:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,NameOnCheck,Name to print on checks,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,Notes,Free-text notes,VARCHAR,VARCHAR,4095,,,,,,notes comments,1.00,notes comments:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,VendorTypeRef_ListID,FK → VendorType.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,TermsRef_ListID,FK → Terms.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,TermsRef_FullName,Terms name,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,Is1099Eligible,Flag for 1099-MISC / 1099-NEC reporting,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,IsEligibleFor1099,Alternate 1099 flag (QBO field name),BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,OpenBalanceDate,Date of opening balance,DATE,DATE,n/a,,,,,,opening balance,0.55,opening balance:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,BillingRateRef_ListID,FK → billing rate (time-based vendors),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,CurrencyRef_ListID,FK → Currency (multicurrency),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,CurrencyRef_FullName,Currency name,VARCHAR,VARCHAR,64,,,,,,currency description,0.90,currency description:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,CustomField1,Custom field 1,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,CustomField2,Custom field 2,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Vendor,CustomField3,Custom field 3,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,TxnNumber,Auto-increment number,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,VendorRef_ListID,FK → Vendor.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,VendorAddress_State,Vendor state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,APAccountRef_ListID,FK → Account.ListID (AP account),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,TxnDate,Bill date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Bill,TermsRef_ListID,FK → Terms.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,TermsRef_FullName,Terms name,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,Memo,Bill memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,CurrencyRef_ListID,FK → Currency,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,Bill,LinkToTxnID,Linked PO or receipt,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,TxnID,FK → Bill.TxnID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,TxnLineID,Line GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,Memo,Line memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,CustomerRef_ListID,FK → Customer (job costing),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,ClassRef_FullName,Class name,VARCHAR,VARCHAR,159,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,BillableStatus,Billable / NotBillable / HasBeenBilled,ENUM,VARCHAR,13,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillExpenseLine,SalesTaxCodeRef_ListID,FK → SalesTaxCode,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,TxnID,FK → Bill.TxnID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,TxnLineID,Line GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,ItemRef_ListID,FK → Item.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,Desc,Line description,VARCHAR,VARCHAR,4095,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,BillItemLine,CustomerRef_ListID,FK → Customer (job),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,BillableStatus,Billable status,ENUM,VARCHAR,13,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,InventorySiteRef_ListID,Inventory site (Enterprise),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,LinkToTxnLineID,Linked PO line,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillItemLine,SalesTaxCodeRef_ListID,FK → SalesTaxCode,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,TxnNumber,Auto-increment number,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,PayeeEntityRef_ListID,FK → Vendor.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,APAccountRef_ListID,FK → Account.ListID (AP),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,CurrencyRef_ListID,FK → Currency,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,PaymentType,Check or CreditCard,ENUM,VARCHAR,10,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,BankAccountRef_ListID,FK → Account.ListID (bank),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,RefNumber,Check number,VARCHAR,VARCHAR,11,,,,,,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,BillPayment,Memo,Payment memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,IsToBePrinted,Print queue flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,CreditCardAccountRef_ListID,FK → CreditCard Account (if CC payment),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,BillPayment,AppliedToTxn_TxnID,FK → Bill.TxnID being paid,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,VendorRef_ListID,FK → Vendor.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,InventorySiteRef_ListID,Receiving inventory site,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,ShipAddress_City,Ship-to city,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,ShipAddress_State,Ship-to state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,TemplateRef_ListID,FK → Template,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,TermsRef_ListID,FK → Terms,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,ShipMethodRef_ListID,FK → ShipMethod,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,FOB,FOB point,VARCHAR,VARCHAR,13,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,IsManualClose,Manually closed flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,Memo,Vendor memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,VendorMsg,Message to vendor,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,IsToBePrinted,Print flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,IsToBeEmailed,Email flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,IsSent,Sent to vendor flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,SalesTaxCodeRef_ListID,FK → SalesTaxCode,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,CurrencyRef_ListID,FK → Currency,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrder,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,TxnID,FK → PurchaseOrder.TxnID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,TxnLineID,Line GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,ItemRef_ListID,FK → Item.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,Desc,Line description,VARCHAR,VARCHAR,4095,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,PurchaseOrderLine,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,UnbilledQuantity,Quantity not yet billed,QUAN,"DECIMAL(12,5)",n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,IsManualClose,Line manually closed,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,CustomerRef_ListID,Customer / job (drop-ship),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,SalesTaxCodeRef_ListID,FK → SalesTaxCode,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AP,PurchaseOrderLine,InventorySiteRef_ListID,Receiving site override,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,ListID,Unique QB GUID for account,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,ParentRef_ListID,FK → Account.ListID (parent),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
