action,priority,confidence,concept_id,proposed_entity,proposed_attribute,proposed_display_name,proposed_alias,source_system,source_file,source_table,source_field,source_datatype,evidence,review_note
new_concept_candidate,P0,high,,employee,phone,Employee Phone,Complete_Phone_Number; Employee_Phone_Number; Home_Phone; Involved_Party_Non-Worker_Phone_Number; Mobile_Phone; Phone_Number; Work_Phone; Video_Conference_Details,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management; Locations,,,Unknown overlay concept_id employee.phone appears in 8 Workday rows.,Likely missing employee contact concept. Review aliases as phone-specific; exclude video conference or non-worker party fields if they are not employee attributes.
map_existing_or_new_decision,P0,medium,invoice.document_currency_code,invoice,currency,Invoice Currency,Frequency_Reference; Amount; Annual_Income; Annualized_in_Reporting_Currency_Summary_Data; Currency_Code; Currency_Reference; Currency_Reference_Data; Individual_Target_Currency_Reference; Per_Unit_Amount; Primary_Compensation_Basis; Total_Salary_and_Allowances,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Benefits; Human Capital Management,,string,Unknown overlay concept_id invoice.currency appears in 11 Workday rows.,Do not import these aliases directly. First decide whether the overlay should map currency-code fields to invoice.document_currency_code/currency.code or whether some compensation amount rows are misclassified.
add_alias,P1,medium,address.country,,,,Restrict_to_Country_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Address Country; Restrict to Country Reference,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,address.country,,,,Date_Child_Entered_Country,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Time & Attendance,,string,Address Country; Date child entered country,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,address.postal_code,,,,Employee_Zip_Code,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Address Postal Code; The Employee ZIP Code to be assigned to the Worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,address.postal_code,,,,Employer_ZIP_Code,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Address Postal Code; The Employer ZIP Code to be assigned to the Form I-9.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,address.postal_code,,,,Employer_Zip_Code,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Address Postal Code; Form I-9 Business Address Employer Zip Code,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,address.postal_code,,,,Hukou_Postal_Code,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Address Postal Code; Hukou Postal Code,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,address.postal_code,,,,Preparer_or_Translator_ZIP_Code,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Address Postal Code; The Form I-9 Preparer Translator ZIP Code to be assigned to the Worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,company.id,,,,Company_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Company ID; Company Reference,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,company.id,,,,Company_Reference_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Company ID; Manual hint: Company_Reference_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,company.id,,,,Legal_Entity_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Company ID; Manual hint: Legal_Entity_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,company.id,,,,Organization_Reference_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,"Company ID; Organization Reference ID. To ensure backward compatibility, the Organization Reference ID element will not be populated",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,company.id,,,,Company,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Company ID; The name of the company. Either this field or Job History Company Reference is required unless the Job History is being,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.base_salary,,,,Total_Base_Pay,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Compensation,,decimal,Base Salary; Total Base Pay (as stated for Frequency).,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.base_salary,,,,Contract_Pay_Rate,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,decimal,Base Salary; Contract Pay Rate for the Worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.base_salary,,,,Currency_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,decimal,Base Salary; Currency Reference for the Base Pay.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.base_salary,,,,Frequency_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,decimal,Base Salary; Frequency Reference for the Base Pay.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.base_salary,,,,Include_Job_Profile_Pay_Rate_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,decimal,Base Salary; Indicates if the Job Profile Pay Rate Type element is included in the response.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.base_salary,,,,Pay_Rate_Type_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,decimal,Base Salary; Reference element representing a unique instance of Pay Rate Type.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.grade,,,,Compensation_Grade_Profile_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Compensation Grade; Profile within the Compensation Grade to assign. Does not default for Request Compensation Change.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.grade,,,,Compensation_Grade_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Compensation Grade; Compensation grade to assign. Required if you select a compensation package. Doesn't default for Request Compensation Ch,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,compensation.grade,,,,Compensation_Step_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Compensation Grade; Compensation Step within the Compensation Grade Profile.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,cost_center.id,,,,Cost_Center_Reference_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Cost Center; Manual hint: Cost_Center_Reference_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.birth_date,,,,Employee_Date_of_Birth,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,Date of Birth; The Employee Date of Birth to be assigned to the Worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.birth_date,,,,Loss_of_Coverage_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,"Date of Birth; The Qualifying Event Date is the date of the event that caused the worker to be eligible for COBRA. For example, in the",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.birth_date,,,,Child_s_Birth_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Time & Attendance,,date,Date of Birth; Child's birth date,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,External_URL_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Academic Foundation,,string,Employee Department; One or more references to an external URL (e.g. home page for the department or school),Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Exclude_Supervisory_Organizations,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Department; Excludes the supervisory organizations from the Organization Data element response. This can only be selected when the I,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Manager,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Department; Returns the reference(s) to the supervisory organization's manager(s).,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Manager_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Department; Returns the reference(s) to the supervisory organization's manager(s).,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Supervisory_Organization,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Department; Manual hint: Supervisory_Organization,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Include_Organization_ID_in_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,"Employee Department; This option is only allowed for Supervisory Organization at the moment. When set to true, Supervisory Organizations will",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Include_Staffing_Restrictions_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Employee Department; Indicates whether the Staffing Restrictions Data element is included in the response (ONLY APPLIES TO SUPERVISORY ORGS).,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Primary_Business_Site_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Employee Department; Primary location (for supervisory organizations) is effective dated.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Staffing_Restrictions_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,"Employee Department; For Supervisory Organizations, contain staffing restrictions.",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.department,,,,Supervisory_Organization_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Employee Department; Supervisory Organization Reference,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.email,,,,Employee_Email_Address,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Email; The Employee Email Address to be assigned to the Worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.email,,,,Primary_Work_Email,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Email; Manual hint: Primary_Work_Email,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.hire_date,,,,Contract_End_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,Hire Date; The date the contingent worker's contract ends. The corresponding contract start date can be found in the Hire Date. Thi,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.hire_date,,,,Date_of_Rehire,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,Hire Date; The Rehire Date for the Worker to be assigned to the Form I-9 Section 3.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.hire_date,,,,Most_Recent_Hire_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,Hire Date; Most Recent Hire Date (prior to the termination) for the former worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.hire_date,,,,Original_Hire_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,Hire Date; Earliest Hire Date for the Worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.hire_date,,,,Seniority_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,Hire Date; Seniority date for the worker. Defaults to hire date.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.id,,,,Contingent_Worker_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee ID; Text attribute identifying Contingent Worker ID.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.id,,,,Employee_Number,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee ID; Manual hint: Employee_Number,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.id,,,,Identification_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,"Employee ID; The id information for the person (national ids, government ids, passport ids, visa ids, license ids, custom ids). Secur",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.id,,,,Personnel_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee ID; Manual hint: Personnel_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.id,,,,Worker_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee ID; Worker ID. Can specify either the ID or WID.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.id,,,,Worker_Reference_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee ID; Manual hint: Worker_Reference_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Include_Multiple_Managers_in_Management_Chain_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; Set to true to return multiple managers in the management chain data section. Default selection is to return a single ma,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Manager,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; Last Manager of the former worker. Free-form text entry.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Manager_Evaluation_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; Contains the evaluation information that was filled out by the manager.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Manager_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; The manager for this review.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Manager_Reference_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; Manual hint: Manager_Reference_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Overall_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,"Manager ID; The overall section evaluation information (rating, comments) from the manager.",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Reports_To_Reference_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; Manual hint: Reports_To_Reference_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Supervised_By_Worker_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; The worker that was the supervisor.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Supervisor_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Manager ID; Contains the reference to the manager of the worker. This will contain only one manager - even if there are actually mul,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Include_Leader_In_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Manager ID; Boolean attribute identifying whether to include the Manager/Leader Name within the name (Display ID in Workday). A new,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Include_Manager_Leader_in_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Manager ID; Boolean attribute identifying whether to include the Manager/Leader Name within the name (Display ID in Workday).,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Include_Manager_in_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Manager ID; Boolean choice to include the Manager/Leader Name in the Organization Name display.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Include_Supervisory_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Manager ID; Indicates whether the Supervisory Data element is included in the response (ONLY APPLIES TO SUPERVISORY TYPE ORGS).,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Supervisory_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,"Manager ID; For Organizations of type Supervisory, contains staffing model and restrictions, location and other organizational assig",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Job_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,"Manager ID; References from colleagues, subordinates,managers, associates during the job tenure.",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.manager_id,,,,Manager_as_of_last_detected_manager_change_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Manager ID; Return the worker's new manager(s) during the most recent manager change event detected by manager compare background pr,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,First_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Person first name.This field will only have a value if mapped to a name component for the country (identified by the ISO,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Full_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Manual hint: Full_Name,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Full_Name_for_Singapore_and_Malaysia,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Full Person Name is used by Malaysia and Singapore. It is designed for (eliminate space between these two words) Workers,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Last_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; ,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Legal_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Manual hint: Legal_Name,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Legal_Name_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Contains the legal name for a person. A person must name one and only one legal name.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Location_Contexts_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Reference to the location context for the Affiliate. Auto-populated from the country from the person's legal name.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Preferred_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Manual hint: Preferred_Name,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Preferred_Name_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Contains the preferred name for a person. If no preferred name is returned then the legal name is assumed to be the pref,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Universal_ID_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Universal ID Reference for the Person that the Legal Name will be applied to.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Use_Legal_Name_As_Preferred_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,"Employee Name; Flag indicating that the worker's legal name should be used as preferred. If this flag is set, Name Data is not allowed",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.name,,,,Worker_Descriptor,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Employee Name; Worker name including person name and status and other information about the worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,Cached,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,"National ID; If true, national IDs of this type will are cached.",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,Country_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; Country issuing National Identifier.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,Employee_Social_Security_Number,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; The Employee Social Security Number to be assigned to the Worker.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,Expiration_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; Expiration Date of the National Identifier.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; National Identifier ID.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,ID_Type_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; National Identifier Type.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,Issued_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; Date the National Identifier was issued.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,National_ID_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; Wrapper element for the National Identifier Data,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,National_ID_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; The Reference ID for the National Identifier.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,National_ID_Shared_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; Shared Reference ID for National Identifiers.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,National_ID_Type_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; A reference to the ID of the national ID type.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,Person_Identification_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,"National ID; Wrapper for Person Identification Data. Includes National Identifiers, Government Identifiers, Visa Identifiers, Passpor",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,URSSAF_Code_Text,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; Is the social security administration identification code in France.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.national_id,,,,Verification_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,National ID; Date the National Identifier was verified.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Annual_Work_Period_End_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Job Position; End date for annual work period assigned to the position based on the effective moment from the request.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Annual_Work_Period_Start_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Job Position; Start date for annual work period assigned to the position based on the effective moment from the request.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Annual_Work_Period_Work_Percent_of_Year,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Job Position; Work period percent of year from the annual work period assigned to position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Assign_Establishment_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Job Position; The request element containing all necessary information to manually assign an establishment to a worker position,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Business_Title,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Job Position; The Business Title for the worker's primary position. This value cannot be updated in the Update Employee Personal Infor,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Contract_Pay_Rate,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Job Position; The Contract Pay Rate for the position. Automatically calculated based on the Compensation and Frequency values.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Contract_Status_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,"Job Position; The status of the contract, based on the status types defined within your organization. The status values will be those",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Country_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,"Job Position; Country Reference for the Country the Personal Information will be tied to. If none is passed, the primary position loca",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Default_Weekly_Hours,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Job Position; Standard Weekly Hours for Position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
